turma;resposta;sentimento;justificativa
UFSC-EMB5648_01601_01604-2025-1-1;De modo geral, me sinto satisfeita e condiz com o que me foi apresentado por opiniões externas. Entretanto, como não tenho interesse na área de programação preciso de um estimulo maior para me concentrar nas aulas. Talvez aulas mais dinâmicas e em um ritmo mais rápido, mas ao mesmo tempo detalhado.;Misto;O texto apresenta sentimentos positivos sobre a satisfação com o conteúdo, mas também expressa frustração com a falta de interesse e a necessidade de estímulos nas aulas.
UFSC-EMB5648_01601_01604-2025-1-1;meio perdida mas é uma disciplina interessante;Misto;O sentimento final foi escolhido como Misto porque a estudante expressa uma frustração ao se sentir perdida, mas também reconhece que a disciplina é interessante.
UFSC-EMB5648_01601_01604-2025-1-1;Eu sinto que essa disciplina realmente ajuda muito na parte de raciocínio logico e também acredito ser importante aprender linguagens de programação para ser um bom profissional, pretendo seguir com esse curso e fazer programação 2 e 3 para melhor como um programador.;Positiva;O sentimento final foi escolhido como positivo, pois o texto expressa satisfação e a importância da disciplina para o desenvolvimento profissional do estudante.
UFSC-EMB5648_01601_01604-2025-1-1;Satisfeito com a disciplina, conjunto com outras matérias em conjunto desta para resolução de problemas matemáticos.      Curioso para descobrir o que poderá agregar ao currículo.;Positiva;O sentimento final foi escolhido como positivo devido à satisfação expressa com a disciplina e a curiosidade sobre seu impacto no currículo.
UFSC-EMB5648_01601_01604-2025-1-1;Estou satisfeita com meu desempenho e o desenvolvimento das aulas.;Positiva;O sentimento final foi escolhido como positivo porque a estudante expressa satisfação com seu desempenho e o desenvolvimento das aulas.
UFSC-EMB5648_01601_01604-2025-1-1;Nunca tive afinidade com programação, então tenho um pouco de dificuldade com essa disciplina mas as aulas estão sendo bem didáticas, mesclando teoria com a pratica, o que ajuda ter um melhor rendimento na disciplina.;Misto;O sentimento final foi escolhido como 'Misto' porque o texto expressa tanto dificuldades com a disciplina quanto aspectos positivos sobre a didática das aulas.
UFSC-EMB5648_01601_01604-2025-1-1;Bem, estou gostando da metodologia de ensino, com a distribuição entre dois professores de aulas práticas e teóricas. As aulas também estão sendo boas, com boas explicações.;Positiva;O sentimento final foi escolhido como positivo devido à expressão de satisfação com a metodologia e a qualidade das aulas.
UFSC-EMB5648_01601_01604-2025-1-1;Me sinto um pouco ansioso e curioso ao mesmo tempo, mas no geral me sinto bem em relação a disciplina programação.;Misto;O sentimento final foi escolhido como Misto porque há uma combinação de ansiedade (negativo) e uma sensação geral de bem-estar (positivo) em relação à disciplina.
UFSC-EMB5648_01601_01604-2025-1-1;Nesse momento de introdução às disciplinas, acredito que a programação tem sido bem interessante e cativante pra mim, visto que desde sempre fui interessado pela área. Então foi como reunir o útil ao agradável.;Positiva;O sentimento final foi escolhido como Positiva, pois o texto expressa entusiasmo e interesse pela disciplina de programação, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5648_01601_01604-2025-1-1;ainda não tenho uma opinião 100% formada, mas ate aqui me sinto integrado a disciplina corretamente e consigo compreender os assuntos tornando a experiencia de certa forma boa apesar do nervosismo.;Misto;O sentimento final foi escolhido como Misto porque há aspectos positivos sobre a integração e compreensão, mas também menciona a falta de uma opinião formada e o nervosismo.
UFSC-EMB5648_01601_01604-2025-1-1;Me sinto empolgado em aprender sobre diferentes linguagens de programação e como elas podem me ajudar no mercado de trabalho;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa empolgação e uma visão favorável sobre o aprendizado de linguagens de programação e suas aplicações no mercado de trabalho.
UFSC-EMB5648_01601_01604-2025-1-1;Diria que no momento não me sinto atraído ou com repulsa, preciso de mais tempo para ver se gosto da matéria.;Neutra;O texto expressa uma falta de atração e repulsa, mas não apresenta sentimentos claros positivos ou negativos, apenas uma necessidade de tempo para avaliação.
UFSC-EMB5648_01601_01604-2025-1-1;Gosto da disciplina, era exatamente oque eu estava procurando quando resolvi me inscrever no curso;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa satisfação e alinhamento com suas expectativas em relação à disciplina.
UFSC-EMB5648_01601_01604-2025-1-1;Muito empolgado por dar início em algo do qual me interesso e com muitas pessoas extremamente empenhadas em me ensinar e ajudar.;Positiva;O sentimento final foi escolhido como positivo devido à empolgação e ao apoio das pessoas mencionadas no texto.
UFSC-EMB5648_01601_01604-2025-1-1;estou gostando das aulas;Positiva;O sentimento final foi escolhido como positivo porque a frase expressa satisfação em relação às aulas.
UFSC-EMB5648_01601_01604-2025-1-1;Estou gostando, espero conseguir me dar bem;Positiva;O sentimento final foi escolhido como positivo porque a frase expressa satisfação com a situação atual.
UFSC-EMB5648_01601_01604-2025-1-1;Um tanto quanto perdido, mas vou ter que correr atrás.;Misto;O texto expressa uma sensação de confusão, mas também uma determinação para melhorar a situação.
UFSC-EMB5648_01601_01604-2025-1-1;no inicio estou relembrando algumas coisas.;Neutra;O texto apresenta uma descrição de uma atividade sem expressar emoções positivas ou negativas claras.
UFSC-EMB5648_01601_01604-2025-1-1;bem;Positiva;O termo 'bem' indica um sentimento positivo, sugerindo satisfação ou aprovação.
UFSC-EMB5648_01601_01604-2025-1-1;Estou sentido que vou aprender muito com ela e me parece que vai ser uma experiencia legal;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa expectativa de aprendizado e uma experiência agradável.
UFSC-EMB5648_01601_01604-2025-1-1;A disciplina é interessante e os professores têm ótimas explicações.;Positiva;O texto expressa apenas aspectos favoráveis sobre a disciplina e os professores, sem críticas ou aspectos desfavoráveis.
UFSC-EMB5648_01601_01604-2025-1-1;Até então não há nada a reclamar. A disciplina está progredindo em um bom ritmo, as explicações sobre o conteúdo estão sendo claras, diretas e eficientes.;Positiva;O sentimento final foi escolhido como positivo, pois o texto destaca aspectos favoráveis sobre a disciplina e as explicações, sem apresentar críticas ou insatisfações.
UFSC-EMB5648_01601_01604-2025-1-1;ainda nao sei como responder a essa pergunta;Neutra;A frase expressa uma incerteza sem apresentar sentimentos positivos ou negativos claros.
CATOLICA-Prog-Web-A-2025-1-1;Eu gosto muito da disciplina, achei uma boa ideia deixar livre aos alunos a escolha da tecnologia que vão aprender.;Positiva;O texto expressa satisfação e elogios em relação à disciplina e à liberdade de escolha dos alunos, sem apresentar críticas ou aspectos desfavoráveis.
CATOLICA-Prog-Web-A-2025-1-1;"Acredito que é uma boa oportunidade para mostrarmos aquilo que aprendemos até aqui, uma disciplina que, de fato, nos obriga a por a ""mão na massa"" e trabalhar bastante.";Positiva;O sentimento final foi escolhido como positivo devido à ênfase em oportunidades de aprendizado e a motivação para o trabalho prático.
CATOLICA-Prog-Web-A-2025-1-1;Meio perdido, mas é assim que funciona acredito, depende muito do esforço do aluno;Misto;O texto expressa uma sensação de confusão, mas também reconhece a importância do esforço do aluno, resultando em sentimentos mistos.
CATOLICA-Prog-Web-A-2025-1-1;a faculdade passa muitos trabalhos ao mesmo tempo, e todo mundo tem outros trabalhos pra fazer em casa, como estou me sentindo? sufocado como sempre;Misto;O texto expressa uma crítica à carga de trabalho da faculdade, ao mesmo tempo que menciona uma situação comum entre os estudantes, resultando em sentimentos mistos.
CATOLICA-Prog-Web-A-2025-1-1;Sinto que estou desenvolvendo meu conhecimento com outras linguagens;Positiva;O texto expressa uma sensação de progresso e aprendizado, o que é um aspecto favorável.
CATOLICA-Prog-Web-A-2025-1-1;Estou satisfeito com a dinâmica proposta, porém estou enfrentando muitas dificuldades na execução do projeto, principalmente devido à forma como o curso é conduzido e à sua grade curricular. O curso nos leva por diversos caminhos de aprendizado, mas carece de um foco mais claro e progressivo, dificultando a construção de um raciocínio contínuo. Falta uma abordagem que ajude o aluno a entender a conexão entre os conhecimentos apresentados, o que compromete a interpretação sobre como as tecnologias e as lógicas de programação se integram e interagem de forma prática e aplicada.;Misto;O sentimento final foi escolhido como 'Misto' porque o texto expressa tanto satisfação com a dinâmica do curso quanto críticas significativas sobre a execução e a estrutura do mesmo.
CATOLICA-Prog-Web-A-2025-1-1;bem promissora, estou gostando bastante;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação e uma expectativa favorável.
CATOLICA-Prog-Web-A-2025-1-1;Estou gostando bastante da disciplina de Programação Web! Acho legal a forma como o conteúdo é abordado e consigo aprender bem pesquisando e desenvolvendo projetos. A prática tem sido essencial para fixar o conhecimento e melhorar minhas habilidades.;Positiva;O sentimento final foi escolhido como positivo, pois o texto expressa satisfação e elogios em relação à disciplina e ao método de ensino.
CATOLICA-Prog-Web-A-2025-1-1;Satisfeito;Positiva;O sentimento final foi escolhido como Positiva porque a palavra 'satisfeito' expressa uma satisfação clara e favorável.
CATOLICA-Prog-Web-B-2025-1-1;Bem, estou feliz com a atividade onde a gente tem total liberdade pra escolher as ferramentas e ir desenvolvendo nossos conhecimentos e a forma de gerenciar o desenvolvimento de um projeto.;Positiva;O sentimento final foi escolhido como positivo devido à expressão de felicidade e satisfação com a atividade e a liberdade oferecida.
CATOLICA-Prog-Web-B-2025-1-1;Bom, porém, meio complicado o desenvolvimento das atividades da materia em ter que desenvolver outra aplicação em paralelo com a aplicação do PAC, o que toma muito tempo no desenvolvimento de 2 aplicações em paralelo.;Misto;O texto apresenta um elogio inicial, mas também expressa frustração com a complexidade e o tempo exigido para o desenvolvimento das atividades.
CATOLICA-Prog-Web-B-2025-1-1;Materia pouco abordada, deixada apenas como um trabalho. Faltando abordar melhor recursos, UI, entre outros fatores que poderiam ser abordados em sala de aula a nível teórico;Negativa;O sentimento final foi escolhido como negativo devido às críticas sobre a abordagem da matéria e a falta de conteúdo teórico em sala de aula.
CATOLICA-Prog-Web-B-2025-1-1;realmente satisfeita com a estratégia de ensino e prática da disciplina.;Positiva;O sentimento final foi escolhido como positivo porque a frase expressa satisfação com a estratégia de ensino e a prática da disciplina, sem apresentar críticas ou aspectos desfavoráveis.
CATOLICA-Prog-Web-B-2025-1-1;bem;Positiva;O termo 'bem' indica um sentimento positivo, sugerindo satisfação ou aprovação.
CATOLICA-Prog-Web-B-2025-1-1;"Satisfeito. Acho que se ele tivesse feito um projeto pequeno pra gente fazer junto dele antes de dar uma atividade seria mais interessante pra quem não conhece nenhum framework, mas estou gostando de desenvolver o sistema mesmo assim.
Seria legal se ele tivesse passado assuntos como routing, stores e criação de componentes/views, ou mostrado a diferença entre um framework e outro.";Misto;O texto expressa satisfação com o desenvolvimento do sistema, mas também apresenta críticas sobre a falta de um projeto inicial e a ausência de certos conteúdos.
CATOLICA-Prog-Web-B-2025-1-1;Muito bem, me sinto livre para aprender novas tecnologias e recebendo apoio pra isso.;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação e apoio no aprendizado de novas tecnologias.
CATOLICA-Prog-Web-B-2025-1-1;bem;Positiva;O termo 'bem' indica um sentimento positivo, sugerindo satisfação ou aprovação.
CATOLICA-Prog-Web-B-2025-1-1;Me sinto muito feliz, pois o professor nos deixa com um liberdade muito boa em relação a linguagem e questão de trabalhar no projeto em cada é excelente em minha opinião.;Positiva;O sentimento final foi escolhido como positivo, pois o texto expressa satisfação e elogios em relação à liberdade e à qualidade do trabalho no projeto.
CATOLICA-Prog-Web-B-2025-1-1;É uma disciplina que já deveríamos ter tido há muito tempo, pois apresenta fundamentos essenciais pro curso em geral.;Positiva;O sentimento final foi escolhido como Positiva, pois destaca a importância da disciplina para o curso, apesar de mencionar um atraso na sua implementação.
CATOLICA-Prog-Web-B-2025-1-1;Muito bem;Positiva;O sentimento final foi escolhido como positivo porque a expressão 'Muito bem' indica satisfação ou aprovação.
CATOLICA-Prog-Web-B-2025-1-1;O sentimento é positivo e acredito que está na direção certa pois o planejamento das aulas instiga os alunos a melhorar as suas habilidades na matéria.;Positiva;O sentimento final foi escolhido como positivo, pois a declaração enfatiza aspectos favoráveis sobre o planejamento das aulas e seu impacto nas habilidades dos alunos.
CATOLICA-Prog-Web-B-2025-1-1;Muito satisfeito;Positiva;O sentimento final foi escolhido como positivo porque a expressão 'muito satisfeito' indica uma forte satisfação.
CATOLICA-Prog-Web-B-2025-1-1;Achei a proposta bastante interessante, mas senti falta de receber orientações do professor, como aprender juntos sobre um novo framework ou algo do tipo. É difícil aprender esse tipo de coisa do 0, por isso minha sugestão de melhoria seria que, no futuro, houvesse um acompanhamento mais próximo ou um conteúdo específico para a matéria que fosse ensinado a todos.;Misto;O texto apresenta um elogio à proposta, mas também expressa críticas sobre a falta de orientações e a dificuldade de aprendizado, resultando em sentimentos mistos.
CATOLICA-Prog-Web-B-2025-1-1;Estou animada, pois estou aprendendo React, depois pretendo aprofundar meus conhecimentos em spring boot.;Positiva;O sentimento final foi escolhido como Positiva porque a estudante expressa animação e interesse em aprender novas tecnologias.
CATOLICA-Prog-Web-B-2025-1-1;Estou gostando muito da didática do professor que nos dá autonomia para fazer o trabalho e vai nos guiando em dúvidas pontuais. Se torna mais produtivo cada um indo no seu ritmo. O professor está de parabéns pela didática até aqui.;Positiva;O sentimento final foi escolhido como positivo devido à ênfase em aspectos favoráveis da didática do professor e a satisfação expressa pelo estudante.
CATOLICA-Prog-Web-B-2025-1-1;Até o momento a disciplina vem se mostrando muito importante para o desenvolvimento dos estudantes, tanto em relação ao curso, quanto na parte profissional. Me sinto satisfeito em relação à disciplina.;Positiva;O texto expressa satisfação e a importância da disciplina, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5600_01602_01605-2025-1-2;Estou gostando da disciplina, está até o devido momento atendendo todas as expectativas, e sendo capaz de ensinar o conteúdo de forma clara, e garantindo a obtenção de conhecimentos nos âmbitos teóricos e práticos do conteúdo.;Positiva;O sentimento final foi escolhido como Positiva, pois o texto expressa satisfação e elogios em relação à disciplina e ao ensino do conteúdo.
UFSC-EMB5600_01602_01605-2025-1-2;Extremamente satisfeito.;Positiva;O sentimento final foi escolhido como positivo porque a frase expressa uma forte satisfação sem qualquer crítica ou aspecto desfavorável.
UFSC-EMB5600_01602_01605-2025-1-2;Gosto da dinâmica das aulas e de como o conteúdo está sendo ensinado. Único problema até o momento foi a correção automática dos VPLs, que não aceitou a forma que eu desenvolvi os códigos, então tive que mudar.  Acho que a forma de programar é singular de cada um, e esse tipo de atividade induz ao uso de ferramentas externas pois não aceita qualquer forma de resposta. Fora isso, as aulas estão ótimas e está funcionando bem para mim.;Misto;O sentimento final foi escolhido como Misto porque o texto apresenta tanto aspectos positivos sobre as aulas quanto críticas em relação à correção automática dos VPLs.
UFSC-EMB5600_01602_01605-2025-1-2;estou muitio insatisfeito porque me sinto muito perdido na disciplina e sinto que sou o única que esta sem aprender a matéria e não sei como reverter essa situação.;Negativa;O sentimento final foi escolhido como Negativa, pois o texto expressa insatisfação e frustração em relação à disciplina e ao aprendizado.
UFSC-EMB5600_01602_01605-2025-1-2;Eu particularmente estou me sentindo um pouco apático, por conta de eu já ter previamente visto o conteúdo passado em aula, entretanto a maneira com qual ela está sendo ensinada aparenta ser boa, e em um nível e velocidades adequados.;Misto;O sentimento final foi escolhido como 'Misto' porque há uma combinação de apatia e críticas ao conteúdo já conhecido, mas também elogios à forma de ensino.
UFSC-EMB5600_01602_01605-2025-1-2;Em geral estou me sentido bem, mas tem vezes que não consigo acompanhar o ritmo na sala de aula em assuntos mais ou menos complexos... a questão de programar em C também não ajuda não, já que particularmente acho C muito complexo...;Misto;O texto expressa um sentimento positivo inicial, mas também apresenta críticas e frustrações em relação ao acompanhamento das aulas e à complexidade da programação em C.
UFSC-EMB5600_01602_01605-2025-1-2;As aulas despertaram em mim um interesse maior por programação, que não havia antes. Mesmo que eu goste, estou tendo uma maior dificuldade na linguagem C comparado ao início do semestre, mas isso é por falta de dedicação minha, não pelas aulas. Gosto muito das aulas, mesmo sendo algo muito abstrato, a professora torna compreensível.;Misto;O texto apresenta sentimentos positivos em relação ao interesse e à qualidade das aulas, mas também menciona dificuldades, resultando em uma classificação mista.
UFSC-EMB5600_01602_01605-2025-1-2;muito bem, nunca tinha visto prog na vida e aprendi com super facilidade;Positiva;O sentimento final foi escolhido como Positiva porque o estudante expressa satisfação ao aprender programação com facilidade.
UFSC-EMB5600_01602_01605-2025-1-2;Aulas tem sido praticas e uteis, cobrindo bem os conceitos necessarios da programacao em C.;Positiva;O texto expressa satisfação com as aulas, destacando sua praticidade e utilidade.
UFSC-EMB5600_01602_01605-2025-1-2;Boa didática, bom material e bom suporte, muito satisfeito.;Positiva;O sentimento final foi escolhido como positivo devido à presença de elogios e satisfação expressa pelo estudante em relação à didática, material e suporte.
UFSC-EMB5600_01602_01605-2025-1-2;Estou achando realmente interessante e estou muito satisfeita com o andamento das aulas. Eu não sabia nada sobre programação e mesmo assim não estou sentindo dificuldades. E a prof Tati é uma querida.;Positiva;O sentimento final foi escolhido como positivo devido à expressão de satisfação e apreciação em relação às aulas e à professora.
UFSC-EMB5600_01602_01605-2025-1-2;Confortável;Positiva;O sentimento final foi escolhido como positivo porque a palavra 'confortável' expressa uma avaliação favorável.
UFSC-EMB5600_01602_01605-2025-1-2;muito bem, tive dificuldade no começo (com o computador simplificado e o pseudocodigo), mas quando entrou em C ficou bem mais simples de compreender, apesar deste ser meu primeiro contato com programação. Estou gostando bastante, penso em fazer prog II no proximo semestre (ou no começo do ano que vem).;Misto;O texto apresenta tanto dificuldades iniciais quanto uma satisfação crescente com o aprendizado, resultando em um sentimento misto.
UFSC-EMB5600_01602_01605-2025-1-2;Intrigado em relação aos conteúdos  que vem futuramente.;Neutra;O texto expressa uma curiosidade sobre conteúdos futuros, sem apresentar uma carga emocional positiva ou negativa.
UFSC-EMB5600_01602_01605-2025-1-2;Simples de entender, e por enquanto estou achando fácil;Positiva;O sentimento final foi escolhido como positivo porque o estudante expressa satisfação com a facilidade de entendimento do conteúdo.
UFSC-EMB5600_01602_01605-2025-1-2;O andamento do conteúdo programático está muito confortável e a didática extremamente boa!;Positiva;O texto expressa satisfação com o andamento do conteúdo e a didática, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5600_01602_01605-2025-1-2;Definitivamente o nível da disciplina deu um pulo grande no nível de dificuldade. Ainda estou bem satisfeita com a disciplina, mas só acho q podia ser um pouco menos acelerada. Sinto as vezes que as explicações estão muito corridas e fica um pouco complicado de entender.;Misto;O sentimento final foi escolhido como Misto porque há uma satisfação com a disciplina, mas também críticas em relação à dificuldade e ao ritmo das explicações.
UFSC-EMB5600_01602_01605-2025-1-2;Estou muito satisfeito com a disciplina e com a condução das aulas pela professora Tatiana, uma professora que ensina o conteúdo de forma didática e que é muito atenciosa com os alunos.;Positiva;O sentimento final foi escolhido como positivo devido à satisfação expressa em relação à disciplina e à professora, sem qualquer crítica ou aspecto desfavorável.
UFSC-EMB5600_01602_01605-2025-1-2;Estou satisfeito com a disciplina de programação, pois a professora ensina de forma muito didática e clara.;Positiva;O sentimento final foi escolhido como positivo devido à satisfação expressa com a disciplina e a qualidade do ensino da professora.
UFSC-EMB5600_01602_01605-2025-1-2;Estou me sentindo muito satisfeito. Os professores oferecem um ótimo apoio e estão sempre a disposição para tirar as dúvidas, além disso contamos com os monitores que estão sempre ajudando nas atividades.;Positiva;O sentimento final foi escolhido como Positiva, pois o texto expressa satisfação e elogios em relação ao apoio dos professores e monitores.
UFSC-EMB5600_01602_01605-2025-1-2;A professora tati é sem duvidas mais que capacitada para dar aulas, além de ser muito querida e realmente se importar com o aprendizado dos alunos. Todavia, talvez por ter uma dificuldade prévia em mexer com computadores e estar tendo dificuldades na matéria, sinto que o assunto é muito extenso para a quantidade de aulas e tempo que temos.;Misto;O texto apresenta elogios à professora, mas também expressa frustrações em relação à dificuldade da matéria e à quantidade de aulas, resultando em um sentimento misto.
UFSC-EMB5600_01602_01605-2025-1-2;me sinto bem, porém estou com dificuldade para memorizar tudo o que é ensinado;Misto;O sentimento final foi escolhido como Misto porque há uma expressão de bem-estar, mas também uma crítica sobre a dificuldade de memorização.
UFSC-EMB5600_01602_01605-2025-1-2;Minha relação sobre a disciplina avançou quando entro matrizes e strings. Percebi que melhorou porque as aulas ficaram um pouco mais desafiadoras,por conta das vpls e isso me deixou um pouco mais satisfeito com o progresso na disciplina.;Positiva;O sentimento final foi escolhido como Positiva porque o texto expressa satisfação com o progresso na disciplina e o desafio das aulas.
UFSC-EMB5600_01602_01605-2025-1-2;Estou gostando de Prog, mas tenho uma certa dificuldade com a disciplina.;Misto;O sentimento final foi escolhido como Misto porque há uma expressão de satisfação com a disciplina, mas também uma menção a dificuldades enfrentadas.
UFSC-EMB5600_01602_01605-2025-1-2;estou animado aprendendo C;Positiva;O sentimento final foi escolhido como positivo porque expressa animação e entusiasmo em relação ao aprendizado da linguagem C.
UFSC-EMB5600_01602_01605-2025-1-2;estou me sentindo bem, conseguindo entender bastante;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação e uma boa compreensão do conteúdo.
UFSC-EMB5600_01602_01605-2025-1-2;Gosto muito de como as aulas são ministradas e também da subdivisão da teoria e prática, porque se aprende muito fazendo.;Positiva;O sentimento final foi escolhido como positivo, pois o texto expressa satisfação com a forma como as aulas são conduzidas e a metodologia de ensino.
UFSC-EMB5600_01602_01605-2025-1-2;Sinto que estou aprendendo muito devido á maneira de explicar da professora, eu gosto da disciplina.;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação com o aprendizado e a forma de ensino da professora.
UFSC-EMB5600_01602_01605-2025-1-2;"Não sabia um &quot;a&quot; de C e agora estou sabendo bem. Professora boa👍.";Positiva;O sentimento final foi escolhido como Positiva porque o estudante expressa satisfação com o aprendizado e elogia a professora.
UFSC-EMB5600_01602_01605-2025-1-2;Estou gostando bastante do conteúdo da disciplina, além de que a metodologia de ensino passada pela prof. Tatiana tem sido de boa para a absorção dos conteúdos.;Positiva;O sentimento final foi escolhido como Positiva, pois o estudante expressa satisfação com o conteúdo e a metodologia de ensino.
UFSC-EMB5600_01602_01605-2025-1-2;a disciplina é muito interessante, com assuntos diferentes que nunca tinha visto. Os conteúdos não são tão pesados em relação a dificuldade e quantidade mas agregam bastante aprendizado.;Positiva;O sentimento final foi escolhido como Positiva, pois a maioria dos trechos expressa satisfação e interesse, apesar de uma leve crítica sobre a dificuldade dos conteúdos.
UFSC-EMB5600_01602_01605-2025-1-2;As aulas são muito boas, a organização de ser a primeira aula da semana de conteúdo e a segunda aula de laboratório faz com que coloquemos em prática rapidamente o que aprendemos, a liberdade da segunda aula também ajuda muito nesse quesito. A professora também se mostra sempre disponivel para ajudar e tirar dúvidas assim como os monitores.;Positiva;O texto expressa apenas sentimentos positivos em relação às aulas e à professora, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5600_01602_01605-2025-1-2;Estou me sentindo relativamente bem, está começando os conteúdos estão começando a ficar um pouco mais complexos e eu percebi que preciso dedicar mais tempo para estudar programação, porém nada fora do comum até o momento. No geral, estou achando muito interessante, mas difícil também, pois nunca tive experiência prévia nesse assunto.;Misto;O sentimento final foi escolhido como Misto porque o estudante expressa tanto satisfação com o conteúdo interessante quanto dificuldades com a complexidade e a necessidade de mais dedicação.
UFSC-EMB5600_01602_01605-2025-1-2;Tanto a disciplina quanto o curso são bem melhores do que eu achava!;Positiva;O sentimento final foi escolhido como Positiva porque a frase expressa uma satisfação em relação à disciplina e ao curso, superando as expectativas do estudante.
UFSC-EMB5600_01602_01605-2025-1-2;está muito bom, aprendendo muito.;Positiva;O sentimento final foi escolhido como Positiva porque o texto expressa satisfação e aprendizado, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5600_01602_01605-2025-1-2;Não tenho muita afinidade com programação mas as aulas são boas e permitem desenvolver um raciocínio prático;Misto;O sentimento final foi escolhido como Misto porque o estudante expressa uma falta de afinidade com a programação, mas também elogia as aulas e seu impacto positivo no desenvolvimento do raciocínio.
UFSC-EMB5600_01602_01605-2025-1-2;Gosto muito da disciplina e das aulas, sempre gostei de lógica e programação tem se mostrado divertido;Positiva;O sentimento final foi escolhido como positivo porque o texto expressa satisfação e prazer em relação à disciplina e às aulas.
UFSC-EMB5600_01602_01605-2025-1-2;estamos aprendendo mais coisas práticas de programação e tivemos a primeira prova e fui mal nela, tentarei melhorar na próxima, mas estou decepcionado comigo mesmo em relação a essa disciplina;Misto;O sentimento final foi escolhido como 'Misto' porque o estudante expressa tanto satisfação com o aprendizado prático quanto frustração com seu desempenho na prova.
UFSC-EMB5600_01602_01605-2025-1-2;Confortável!;Positiva;O sentimento final foi escolhido como positivo porque a palavra 'confortável' expressa satisfação e um aspecto favorável.
UFSC-EMB5600_01602_01605-2025-1-2;A disciplina é muito importante para compreender a logica da programação, além de ser essencial para a proxima materia da grade de naval que seria Calculo Numerico. Para quem faz a materia e acaba gostando, a universidade abre muitas oportunidades para essa area, na naval mesmo temos o Laboratorio do Prof Pontin que faz projetos alguns projetos para a petrobrás mais focado em computação de alta performace, teve ate bolsa de IC há um tempo atrás. Mas para mim que sofro um pouco com programação, só quero ser aprovado na materia e nao reprovar de novo;Misto;O sentimento final foi escolhido como 'Misto' porque o texto apresenta tanto aspectos positivos sobre a disciplina e oportunidades quanto uma frustração pessoal em relação à dificuldade com programação.
UFSC-EMB5600_01602_01605-2025-1-2;Em relação à disciplina como eu tive pouco contato com programação, está sendo algo novo e bastante interessante aprender os conteúdos, um pouco de dificuldade mas com foco em entender os materiais.;Misto;O texto expressa tanto um aspecto positivo sobre o aprendizado interessante quanto uma dificuldade enfrentada, resultando em um sentimento misto.
UFSC-EMB5600_01602_01605-2025-1-2;Muito show, aulas boas e bem explicadas.;Positiva;O texto expressa satisfação e elogios em relação às aulas, sem apresentar críticas ou aspectos desfavoráveis.
UFSC-EMB5600_01602_01605-2025-1-2;Estou gostando, acho interessante o que estamos aprendendo e as aulas estão em um ritmo bom.;Positiva;O sentimento final foi escolhido como positivo, pois o texto expressa satisfação e apreciação em relação ao aprendizado e ao ritmo das aulas.
UFSC-EMB5600_01602_01605-2025-1-2;Tenho tido dificuldade quanto ao acompanhamento das aulas pois tenho que dividir meu tempo de estudo com meu trabalho.       Ha poucos dias pedi desligamento para focar nas aulas, porém com o calendário acadêmico acredito que seja tarde de mais para recuperar o semestre.;Misto;O texto apresenta um aspecto positivo sobre a decisão de se desligar do trabalho para focar nas aulas, mas também expressa frustração e dificuldades em relação ao acompanhamento das aulas e ao calendário acadêmico.
UFSC-EMB5648_01606-2025-1-2;Desmotivada, mas seguindo em frente. Talvez eu esteja acostumada com outra forma de didática, porque o ritmo era outro onde eu estudava programação. Tenho certeza que o problema é comigo.;Misto;O texto expressa desmotivação e autocrítica, mas também menciona a determinação de continuar, resultando em sentimentos mistos.
UFSC-EMB5648_01606-2025-1-2;Normal, confesso que a área de Programação não faz muito meu estilo, mas entendo a tamanha importância da área para Engenharia, então faço o que tem de ser feito.;Misto;O sentimento final foi escolhido como Misto porque há uma apreciação pela importância da programação, mas também uma declaração de desinteresse pela área.
UFSC-EMB5648_01606-2025-1-2;Estamos avançando na disciplina de forma satisfatória, as aulas práticas e teóricas, são bem relacionadas e tornam o ambiente propício ao aprendizado;Positiva;O sentimento final foi escolhido como positivo devido à satisfação expressa com o avanço na disciplina e a qualidade das aulas.
UFSC-EMB5648_01606-2025-1-2;"Estou com dificuldades na verdade. Achei que conseguiria entender a matéria com mais facilidade mas não é muito bem o caso. Nunca tive contato com a programação antes então a primeira vez está sendo bem difícil para mim, e nem é por falta de estudo. Tenho mais dificuldade em montar alguns programas que envolvem laços de repetição e desvio condicional, contudo a parte de código sequencial estou conseguindo desenvolver bem. Eu consigo entender a teoria funciona - tipo os laços de repetição, como &#039;while&#039; e &#039;for&#039;, por exemplo - mas na hora de aplicar no código tenho dificuldades. Outra coisa que me atrapalha muito é pensar numa maneira de criar um código que resolva o problema fornecido em exercícios.";Misto;O sentimento final foi escolhido como 'Misto' porque o estudante expressa tanto dificuldades e frustrações em relação à programação quanto uma compreensão satisfatória de alguns conceitos teóricos.
