Identificação,Selo ,Escala,Resposta,Classificação Manual Pedagoga ,Resumo sobre a turma (GPT) ,Resumo Gemini,Resumo-API-Chat
,Primeiro-2025-1,,"Estou tendo muita dificuldade com a programação, eu consigo entender a lógica, mas na hora de por em prática eu tenho dificuldade por que eu tenho que &quot;limitar&quot; a minha lógica para caber dentro das operações ou códigos da linguagem de programação",,"Positivo: Os estudantes demonstram satisfação com a disciplina, destacando principalmente a qualidade das aulas e a didática dos professores, que explicam com clareza e se mostram disponíveis para tirar dúvidas. A metodologia adotada, com equilíbrio entre teoria e prática, uso de vídeos e materiais complementares, tem contribuído para uma melhor compreensão dos conteúdos. Muitos consideram a disciplina interessante, dinâmica e relevante para o desenvolvimento do raciocínio lógico e para a formação profissional, despertando curiosidade, motivação e empolgação em aprender mais sobre programação. Há também o reconhecimento de que as aulas estão sendo bem organizadas e produtivas, com bom aproveitamento do tempo e um ritmo adequado de aprendizado, o que gera uma experiência positiva e estimulante para a maioria dos alunos.","Positivo: O sentimento positivo é impulsionado principalmente pela excelente qualidade da docência, com professores sendo elogiados por explicarem bem, dominarem a matéria, sanarem dúvidas e utilizarem uma didática eficaz, que inclui a mescla de teoria, prática e o uso de recursos como vídeos. O conteúdo da disciplina é considerado muito interessante, cativante e alinhado com as expectativas de quem busca a área de programação, sendo reconhecida sua importância para o desenvolvimento do raciocínio lógico e a formação profissional. O ritmo de aprendizado é visto como bom e eficiente, e há uma alta motivação e empolgação generalizada em aprender as linguagens de programação e suas aplicações no mercado de trabalho. Muitos alunos se sentem satisfeitos e bem integrados à metodologia de ensino.",
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Professores bons que entendem da matéria e tiram as duvidas dos alunos. Aulas dinâmicas com bastante conteúdo mas muito bem aproveitadas, dando tempo de explicar todo o conteúdo proposto para aquela aula",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Bem, está no início, então estou considerando que mais elementos de progamacão estão por vir, mesmo que o sistema atual para programação(computador simplificado) não seja o melhor para iniciantes",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,Me anima muito por ser uma área que eu sempre quis aprender.,,,,
,Primeiro-2025-1,,"De modo geral, me sinto satisfeita e condiz com o que me foi apresentado por opiniões externas. Entretanto, como não tenho interesse na área de programação preciso de um estimulo maior para me concentrar nas aulas. Talvez aulas mais dinâmicas e em um ritmo mais rápido, mas ao mesmo tempo detalhado.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,meio perdida mas é uma disciplina interessante,,"Negativo: Entre os pontos de atenção, alguns estudantes relataram dificuldade em aplicar a lógica na prática e limitações com o uso do computador simplificado, considerado pouco intuitivo ou desatualizado. Também foi mencionada a necessidade de maior integração entre os conteúdos teóricos e a linguagem C, de modo a tornar o aprendizado mais contextualizado. Alguns alunos enfrentam barreiras de compreensão, seja por questões de linguagem, volume de voz ou ritmo das explicações, o que pode dificultar o acompanhamento. Além disso, há relatos de insegurança e desmotivação inicial por parte de quem não tem afinidade com programação, sugerindo a importância de aulas mais dinâmicas e estimulantes. Por fim, uma parcela da turma ainda se sente perdida ou em processo de adaptação, especialmente nas primeiras etapas do curso.","Negativo: Os desafios e pontos negativos se concentram em questões metodológicas específicas e dificuldades iniciais de aprendizado. O ponto mais questionado é a inclusão do ""computador simplificado"", que é considerado irrelevante ou desatualizado por alguns e não ideal para iniciantes. Há uma dificuldade notável entre alguns alunos na aplicação prática da lógica, sentindo-se forçados a ""limitar"" seu raciocínio para caber nas regras da linguagem. Também é solicitada uma melhor correlação e explicação do uso dos conceitos teóricos na Linguagem C. Além disso, há casos de estudantes que se sentem ""meio perdidos"" no início e a necessidade de um maior estímulo para quem não tem interesse na área. Um desafio de adaptação foi notado por um estudante estrangeiro, relacionado ao volume de voz do professor.",
,Primeiro-2025-1,,"Eu sinto que essa disciplina realmente ajuda muito na parte de raciocínio logico e também acredito ser importante aprender linguagens de programação para ser um bom profissional, pretendo seguir com esse curso e fazer programação 2 e 3 para melhor como um programador.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Satisfeito com a disciplina, conjunto com outras matérias em conjunto desta para resolução de problemas matemáticos.      Curioso para descobrir o que poderá agregar ao currículo.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,Estou satisfeita com meu desempenho e o desenvolvimento das aulas.,,,,
,Primeiro-2025-1,,"Nunca tive afinidade com programação, então tenho um pouco de dificuldade com essa disciplina mas as aulas estão sendo bem didáticas, mesclando teoria com a pratica, o que ajuda ter um melhor rendimento na disciplina.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Bem, estou gostando da metodologia de ensino, com a distribuição entre dois professores de aulas práticas e teóricas. As aulas também estão sendo boas, com boas explicações.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Me sinto um pouco ansioso e curioso ao mesmo tempo, mas no geral me sinto bem em relação a disciplina programação.",,,,
,,,,,,,
,Primeiro-2025-1,,"Nesse momento de introdução às disciplinas, acredito que a programação tem sido bem interessante e cativante pra mim, visto que desde sempre fui interessado pela área. Então foi como reunir o útil ao agradável.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"ainda não tenho uma opinião 100% formada, mas ate aqui me sinto integrado a disciplina corretamente e consigo compreender os assuntos tornando a experiencia de certa forma boa apesar do nervosismo.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,Me sinto empolgado em aprender sobre diferentes linguagens de programação e como elas podem me ajudar no mercado de trabalho,,,,
,,,,,,,
,Primeiro-2025-1,,"Diria que no momento não me sinto atraído ou com repulsa, preciso de mais tempo para ver se gosto da matéria.",,,,
,,,,,,,
,Primeiro-2025-1,,"Gosto da disciplina, era exatamente oque eu estava procurando quando resolvi me inscrever no curso",,,,
,,,,,,,
,Primeiro-2025-1,,Muito empolgado por dar início em algo do qual me interesso e com muitas pessoas extremamente empenhadas em me ensinar e ajudar.,,,,
,,,,,,,
,Primeiro-2025-1,,estou gostando das aulas,,,,
,Primeiro-2025-1,,"Estou gostando, espero conseguir me dar bem",,,,
,Primeiro-2025-1,,"Um tanto quanto perdido, mas vou ter que correr atrás.",,,,
,Primeiro-2025-1,,no inicio estou relembrando algumas coisas.,,,,
,Primeiro-2025-1,,bem,,,,
,Primeiro-2025-1,,Estou sentido que vou aprender muito com ela e me parece que vai ser uma experiencia legal,,,,
,Primeiro-2025-1,,A disciplina é interessante e os professores têm ótimas explicações.,,,,
,Primeiro-2025-1,,"Até então não há nada a reclamar. A disciplina está progredindo em um bom ritmo, as explicações sobre o conteúdo estão sendo claras, diretas e eficientes.",,,,
,,,,,,,
,Primeiro-2025-1,,ainda nao sei como responder a essa pergunta,,,,
,,,CATOLICA-Prog-Web-A-2025-1-1,,,,
CATOLICA-Prog-Web-A-2025-1-1,Primeiro-2025-1,,"Eu gosto muito da disciplina, achei uma boa ideia deixar livre aos alunos a escolha da tecnologia que vão aprender.",,"De forma geral, o sentimento da turma é positivo em relação à disciplina. A maioria dos estudantes demonstra satisfação com a proposta prática, a liberdade de escolha de tecnologias e o estímulo à autonomia no aprendizado. A disciplina é percebida como uma oportunidade de aplicar na prática os conhecimentos adquiridos ao longo do curso. Entretanto, alguns alunos relatam dificuldades relacionadas à sobrecarga de atividades e à falta de integração e continuidade entre os conteúdos do curso, o que afeta o ritmo e a clareza na execução dos projetos.","O sentimento geral da turma é positivo e de satisfação com a proposta da disciplina, principalmente no que tange à liberdade de escolha de tecnologias e a ênfase na prática. No entanto, há preocupações significativas relacionadas à carga de trabalho geral do curso e à falta de um foco progressivo e de conexão entre os conhecimentos.",
,,,,,,,"Os estudantes veem a disciplina de Programação Web como uma oportunidade valiosa para aplicar o que aprenderam até o momento, destacando a importância de um aprendizado prático. No entanto, muitos se sentem sobrecarregados pela quantidade de trabalho e pela carga horária da faculdade, o que os leva a se sentirem sufocados. Apesar das dificuldades enfrentadas, principalmente em relação à condução do curso e à falta de um foco claro que conecte os conteúdos, os alunos estão percebendo um desenvolvimento significativo em suas habilidades e conhecimentos, principalmente ao lidar com diferentes linguagens. A maioria demonstra satisfação com a dinâmica das aulas e acredita que a prática é essencial para a fixação do conteúdo, contribuindo para um aprendizado mais eficaz."
,Primeiro-2025-1,,"Acredito que é uma boa oportunidade para mostrarmos aquilo que aprendemos até aqui, uma disciplina que, de fato, nos obriga a por a ""mão na massa"" e trabalhar bastante.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Meio perdido, mas é assim que funciona acredito, depende muito do esforço do aluno ",,,,
,Primeiro-2025-1,,"a faculdade passa muitos trabalhos ao mesmo tempo, e todo mundo tem outros trabalhos pra fazer em casa, como estou me sentindo? sufocado como sempre ",,,,
,,,,,,"Positivo: A turma expressa grande satisfação com a elevada autonomia concedida, que permite a liberdade de escolha da tecnologia nos projetos. A disciplina é altamente valorizada por seu foco na prática aplicada e na oportunidade de ""pôr a mão na massa"", o que é visto como essencial para o desenvolvimento contínuo de habilidades em novas linguagens. A didática e a dinâmica de ensino são consideradas eficazes e promotoras de aprendizado.",
,,,,,,,
,Primeiro-2025-1,,Sinto que estou desenvolvendo meu conhecimento com outras linguagens,,"Positivo:  Os alunos destacam a aprendizagem prática, que os incentiva a “colocar a mão na massa” em projetos reais, e valorizam a autonomia para escolher tecnologias conforme seus interesses. Reconhecem também a relevância do conteúdo para o crescimento profissional e elogiam a dinâmica motivadora da disciplina.",,
,Primeiro-2025-1,,"Estou satisfeito com a dinâmica proposta, porém estou enfrentando muitas dificuldades na execução do projeto, principalmente devido à forma como o curso é conduzido e à sua grade curricular. O curso nos leva por diversos caminhos de aprendizado, mas carece de um foco mais claro e progressivo, dificultando a construção de um raciocínio contínuo. Falta uma abordagem que ajude o aluno a entender a conexão entre os conhecimentos apresentados, o que compromete a interpretação sobre como as tecnologias e as lógicas de programação se integram e interagem de forma prática e aplicada.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,"Negativo: A insatisfação se concentra na sobrecarga de trabalhos simultâneos de outras disciplinas, gerando cansaço e sufoco. Um ponto central é a falta de integração e sequência lógica no curso, o que dificulta a compreensão das conexões entre os conteúdos e se reflete em obstáculos práticos na execução dos projetos por falta de direcionamento mais estruturado.",,
,,,,,,,
,Primeiro-2025-1,,"bem promissora, estou gostando bastante",,,,
,Primeiro-2025-1,,Estou gostando bastante da disciplina de Programação Web! Acho legal a forma como o conteúdo é abordado e consigo aprender bem pesquisando e desenvolvendo projetos. A prática tem sido essencial para fixar o conhecimento e melhorar minhas habilidades.,,,"Negativo: Os estudantes criticam a sobrecarga de trabalhos externos e a falta de foco claro na grade curricular, que dificulta a execução do projeto e a integração prática das tecnologias. Essa estrutura leva alguns alunos a se sentirem inseguros e perdidos no início das atividades.",
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,Satisfeito,,,,
,,,CATOLICA-Prog-Web-B-2025-1-1,,,,
CATOLICA-Prog-Web-B-2025-1-1,Primeiro-2025-1,,"Bem, estou feliz com a atividade onde a gente tem total liberdade pra escolher as ferramentas e ir desenvolvendo nossos conhecimentos e a forma de gerenciar o desenvolvimento de um projeto. ",,"O sentimento geral da turma é fortemente positivo em relação à disciplina. A maioria dos alunos demonstra satisfação, engajamento e entusiasmo com a proposta do professor, especialmente por proporcionar liberdade para escolher ferramentas, explorar tecnologias e aplicar conhecimentos de forma prática. Há um reconhecimento claro da importância da matéria para o curso e para o desenvolvimento profissional. Alguns relatos pontuais indicam dificuldades ligadas à carga de trabalho, especialmente quando há duas aplicações sendo desenvolvidas em paralelo, e carência de orientação inicial para quem ainda não domina os frameworks.","O sentimento geral da turma é predominantemente positivo e de satisfação com a disciplina. A maioria dos estudantes expressa contentamento, sentindo-se livre e apoiada para desenvolver seus conhecimentos e habilidades. Há um reconhecimento da importância e essencialidade da matéria para o curso e para o desenvolvimento profissional.",
,,,,,,,"Os estudantes expressaram opiniões mistas sobre a disciplina, com alguns elogiando a liberdade e autonomia que o professor proporciona ao promover um ambiente de aprendizado no qual puderam explorar novas tecnologias, como React e Spring Boot. No entanto, muitos mencionaram a dificuldade que sentiram ao desenvolver duas aplicações em paralelo, destacando a complexidade do trabalho que poderia ter sido simplificado com mais orientação e um projeto inicial feito em conjunto com o professor. A falta de abordagens mais teóricas sobre tópicos importantes, como UI, routing e a diferença entre frameworks, também foi apontada como uma limitação significativa. Apesar dessas questões, a maioria dos alunos está satisfeita com o ensino e reconhece a importância da disciplina para o desenvolvimento acadêmico e profissional, apreciando a didática do professor e a estrutura planejada das aulas, que fomentam a melhoria das habilidades dos alunos. A sugestão mais recorrente é a de um acompanhamento mais próximo e a inclusão de conteúdos específicos que possam beneficiar o aprendizado coletivo da turma."
,,,,,,,
,Primeiro-2025-1,,"Bom, porém, meio complicado o desenvolvimento das atividades da materia em ter que desenvolver outra aplicação em paralelo com a aplicação do PAC, o que toma muito tempo no desenvolvimento de 2 aplicações em paralelo. ",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Materia pouco abordada, deixada apenas como um trabalho. Faltando abordar melhor recursos, UI, entre outros fatores que poderiam ser abordados em sala de aula a nível teórico",,,,
,,,,,,"Positivo: O sentimento geral é de grande satisfação com a disciplina. Os alunos valorizam a elevada autonomia e liberdade para escolher ferramentas e gerenciar seus projetos, o que é visto como um fator de produtividade. A estratégia de ensino e a didática do professor são altamente elogiadas, sendo consideradas motivadoras e instigadoras ao aprimoramento. Além disso, a disciplina é reconhecida como muito importante e essencial para o curso e a carreira, animando os estudantes com o desenvolvimento de novas habilidades e o aprendizado de tecnologias.",
,,,,,,,
,Primeiro-2025-1,,realmente satisfeita com a estratégia de ensino e prática da disciplina.,,,,
,Primeiro-2025-1,,bem,,,,
,Primeiro-2025-1,,"Satisfeito. Acho que se ele tivesse feito um projeto pequeno pra gente fazer junto dele antes de dar uma atividade seria mais interessante pra quem não conhece nenhum framework, mas estou gostando de desenvolver o sistema mesmo assim.
Seria legal se ele tivesse passado assuntos como routing, stores e criação de componentes/views, ou mostrado a diferença entre um framework e outro.",,,,
,,,,,"Positivo: Os estudantes demonstram grande satisfação com a disciplina, destacando o caráter prático e aplicado do aprendizado, que os incentiva a “colocar a mão na massa” e desenvolver projetos reais. Valorizam também a autonomia e liberdade para escolher tecnologias e caminhos de desenvolvimento conforme seus próprios interesses, o que torna o processo mais envolvente e personalizado. A relevância do conteúdo é amplamente reconhecida, sendo vista como uma oportunidade de crescimento profissional e aprimoramento técnico. Além disso, a didática e a dinâmica das aulas são apontadas como fatores que tornam o aprendizado motivador, claro e interessante, contribuindo para uma experiência positiva e significativa.",,
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Muito bem, me sinto livre para aprender novas tecnologias e recebendo apoio pra isso.",,,,
,,,,,,,
,Primeiro-2025-1,,bem,,,,
,Primeiro-2025-1,,"Me sinto muito feliz, pois o professor nos deixa com um liberdade muito boa em relação a linguagem e questão de trabalhar no projeto em cada é excelente em minha opinião.",,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"É uma disciplina que já deveríamos ter tido há muito tempo, pois apresenta fundamentos essenciais pro curso em geral.",,,"Negativo: A principal dificuldade reside no duplo esforço de desenvolvimento, onde a necessidade de criar uma aplicação para a disciplina em paralelo com o projeto PAC consome muito tempo e complica o processo. Além disso, houve a percepção de que a matéria foi ""pouco abordada"", sendo majoritariamente deixada como um trabalho. Consequentemente, alunos iniciantes sentiram falta de um acompanhamento mais próximo ou de conteúdo específico e estruturado ensinado em sala de aula.",
,,,,,,,
,Primeiro-2025-1,,Muito bem,,,,
,Primeiro-2025-1,,O sentimento é positivo e acredito que está na direção certa pois o planejamento das aulas instiga os alunos a melhorar as suas habilidades na matéria. ,,"Negativo: Sobrecarga de atividades: há reclamações sobre o volume de trabalhos simultâneos em outras disciplinas, o que gera cansaço e sensação de sufoco. Falta de integração no curso: um aluno destacou que o curso como um todo carece de uma sequência lógica e de conexões claras entre os conteúdos, o que torna mais difícil entender como as tecnologias se relacionam. Dificuldade na execução dos projetos: alguns enfrentam obstáculos práticos por falta de direcionamento mais estruturado.",,
,,,,,,,
,Primeiro-2025-1,,Muito satisfeito ,,,,
,Primeiro-2025-1,,"Achei a proposta bastante interessante, mas senti falta de receber orientações do professor, como aprender juntos sobre um novo framework ou algo do tipo. É difícil aprender esse tipo de coisa do 0, por isso minha sugestão de melhoria seria que, no futuro, houvesse um acompanhamento mais próximo ou um conteúdo específico para a matéria que fosse ensinado a todos. ",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Estou animada, pois estou aprendendo React, depois pretendo aprofundar meus conhecimentos em spring boot.",,,,
,,,,,,,
,Primeiro-2025-1,,Estou gostando muito da didática do professor que nos dá autonomia para fazer o trabalho e vai nos guiando em dúvidas pontuais. Se torna mais produtivo cada um indo no seu ritmo. O professor está de parabéns pela didática até aqui. ,,,,
,,,,,,,
,,,,,,,
,Primeiro-2025-1,,"Até o momento a disciplina vem se mostrando muito importante para o desenvolvimento dos estudantes, tanto em relação ao curso, quanto na parte profissional. Me sinto satisfeito em relação à disciplina.",,,,
,,,,,,,
,,,,,,,
,,,UFSC-EMB5600_01602_01605-2025-1-2 ,,,,
UFSC-EMB5600_01602_01605-2025-1-2 ,Segundo-2025-1,,"Estou gostando da disciplina, está até o devido momento atendendo todas as expectativas, e sendo capaz de ensinar o conteúdo de forma clara, e garantindo a obtenção de conhecimentos nos âmbitos teóricos e práticos do conteúdo.",,"De modo geral, o sentimento predominante é bastante positivo. A maioria dos estudantes demonstra satisfação e engajamento com a disciplina, destacando o bom desempenho dos professores, a clareza das explicações, a organização das aulas e a forma equilibrada entre teoria e prática. Muitos relatam que estão aprendendo bem, mesmo aqueles que nunca haviam tido contato prévio com programação. Há também expressões de entusiasmo, interesse crescente e reconhecimento do esforço da professora e dos monitores em apoiar os alunos.

Contudo, uma minoria relata dificuldades, especialmente com a linguagem C e o ritmo das aulas, sentindo-se em alguns casos perdidos ou sobrecarregados. Há também comentários pontuais sobre problemas técnicos nas correções automáticas de VPLs e falta de tempo para acompanhar o conteúdo.","O sentimento geral da turma em relação à disciplina é predominantemente positivo e de satisfação. A maioria dos estudantes expressa que está gostando, se sentindo satisfeita, confortável e aprendendo de forma eficaz, mesmo sem conhecimento prévio em programação. Há, no entanto, alguns alunos que sentem dificuldades em acompanhar o ritmo ou na linguagem C, e um relato de grande insatisfação e sentimento de estar perdido.",
,,,,,,,"Os estudantes apresentam opiniões diversas sobre a disciplina de programação, com muitos expressando satisfação em relação à didática da professora e ao conteúdo abordado, ressaltando que as aulas são práticas e organizadas, facilitando o aprendizado. Alguns se destacam ao mencionar que, mesmo tendo iniciado sem conhecimento prévio, estão conseguindo acompanhar e entender os conceitos apresentados. No entanto, há quem se sinta perdido ou com dificuldades em seguir o ritmo das aulas, especialmente em tópicos mais complexos como a linguagem C. Enquanto alguns estudantes sentem a necessidade de mais tempo para estudar e revisar o material, outros se mostram animados e motivados pelo interesse despertado nas aulas, embora alguns relatem dificuldades pontuais, como a correção dos VPLs e a sensação de estar sendo desafiado demais. A maioria concorda que a estrutura das aulas, com uma boa divisão entre teoria e prática, tem sido um ponto positivo, e muitos apreciam a disponibilidade dos professores e monitores para auxiliar nas dúvidas. Apesar das dificuldades, o sentimento geral é de que a disciplina é interessante e relevante, contribuindo para um aprendizado significativo em programação."
,,,,,,,
,Segundo-2025-1,,Extremamente satisfeito.,,,,
,Segundo-2025-1,,"Gosto da dinâmica das aulas e de como o conteúdo está sendo ensinado. Único problema até o momento foi a correção automática dos VPLs, que não aceitou a forma que eu desenvolvi os códigos, então tive que mudar.  Acho que a forma de programar é singular de cada um, e esse tipo de atividade induz ao uso de ferramentas externas pois não aceita qualquer forma de resposta. Fora isso, as aulas estão ótimas e está funcionando bem para mim.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,estou muitio insatisfeito porque me sinto muito perdido na disciplina e sinto que sou o única que esta sem aprender a matéria e não sei como reverter essa situação.,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Eu particularmente estou me sentindo um pouco apático, por conta de eu já ter previamente visto o conteúdo passado em aula, entretanto a maneira com qual ela está sendo ensinada aparenta ser boa, e em um nível e velocidades adequados.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Em geral estou me sentido bem, mas tem vezes que não consigo acompanhar o ritmo na sala de aula em assuntos mais ou menos complexos... a questão de programar em C também não ajuda não, já que particularmente acho C muito complexo...",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"As aulas despertaram em mim um interesse maior por programação, que não havia antes. Mesmo que eu goste, estou tendo uma maior dificuldade na linguagem C comparado ao início do semestre, mas isso é por falta de dedicação minha, não pelas aulas. Gosto muito das aulas, mesmo sendo algo muito abstrato, a professora torna compreensível.",,"Positivo: Os estudantes demonstram grande satisfação com a disciplina, destacando a excelente didática e clareza nas explicações, a organização das aulas e o equilíbrio entre teoria e prática, que facilitam a compreensão dos conteúdos. A professora Tatiana é amplamente elogiada por sua dedicação, atenção e forma acessível de ensinar, além da preocupação genuína com o aprendizado dos alunos. O suporte constante dos monitores e professores também é reconhecido como um diferencial positivo. Muitos relatam que, mesmo sem experiência prévia em programação, estão conseguindo aprender bem e desenvolver raciocínio lógico, o que tem despertado maior interesse e motivação pelo tema. As aulas são vistas como dinâmicas, interessantes e produtivas, proporcionando um ambiente acolhedor e estimulante, com percepção de progresso e confiança no próprio aprendizado.","Positivo: O aspecto mais elogiado é a excelente didática da professora Tatiana, que é vista como capacitada, atenciosa e eficaz em tornar o conteúdo abstrato compreensível, o que contribui diretamente para a alta satisfação e o aprendizado eficaz dos alunos. Muitos estudantes que não tinham contato prévio com programação relatam estar aprendendo com facilidade, gostando do conteúdo e desenvolvendo um maior interesse pela área. A estrutura da disciplina — com a divisão clara entre aulas teóricas e laboratórios práticos — é altamente valorizada por permitir que os conceitos sejam rapidamente colocados em prática. Além disso, o suporte oferecido pela professora e pelos monitores é consistente e ajuda a tirar dúvidas, e o ritmo da disciplina é considerado por muitos como adequado e confortável.",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"muito bem, nunca tinha visto prog na vida e aprendi com super facilidade",,,,
,Segundo-2025-1,,"Aulas tem sido praticas e uteis, cobrindo bem os conceitos necessarios da programacao em C.",,,,
,,,,,,,
,Segundo-2025-1,,"Boa didática, bom material e bom suporte, muito satisfeito.",,,,
,Segundo-2025-1,,Estou achando realmente interessante e estou muito satisfeita com o andamento das aulas. Eu não sabia nada sobre programação e mesmo assim não estou sentindo dificuldades. E a prof Tati é uma querida.,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Confortável,,,,
,Segundo-2025-1,,"muito bem, tive dificuldade no começo (com o computador simplificado e o pseudocodigo), mas quando entrou em C ficou bem mais simples de compreender, apesar deste ser meu primeiro contato com programação. Estou gostando bastante, penso em fazer prog II no proximo semestre (ou no começo do ano que vem).",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,Intrigado em relação aos conteúdos  que vem futuramente.,,"Negativo: Alguns alunos relatam dificuldades com a linguagem C, considerada complexa e desafiadora, especialmente para iniciantes. Há menções de que o ritmo das aulas, em certos momentos, é acelerado, o que dificulta o acompanhamento de alguns conteúdos. Também foram apontados problemas na correção automática dos VPLs, que não reconhecem diferentes formas corretas de resolução, gerando frustração. Alguns estudantes se sentem sobrecarregados ou perdidos, especialmente aqueles com pouca familiaridade com programação ou que precisam dividir o tempo entre trabalho e estudos. Além disso, a carga de conteúdo é percebida por alguns como extensa para o tempo disponível, o que aumenta a sensação de dificuldade e a necessidade de mais acompanhamento individual.","Negativo: O principal desafio reside na percepção de que o ritmo da disciplina é, por vezes, acelerado demais e que as explicações podem ser ""corridas"" em tópicos mais complexos, levando a uma dificuldade em acompanhar ou memorizar todo o conteúdo. Há também uma dificuldade notável com a linguagem C, que é considerada complexa por alguns, especialmente após o aumento do nível de dificuldade do conteúdo. Um ponto de crítica específica é o sistema de correção automática dos VPLs, que não aceita formas singulares de desenvolvimento de código, sendo visto como restritivo. Por fim, há relatos de alunos que se sentem muito perdidos e insatisfeitos, isolados em suas dificuldades, e de outros cujo desempenho é prejudicado por fatores externos, como a necessidade de conciliar estudos com trabalho.",
,Segundo-2025-1,,"Simples de entender, e por enquanto estou achando fácil",,,,
,Segundo-2025-1,,O andamento do conteúdo programático está muito confortável e a didática extremamente boa!,,,,
,,,,,,,
,Segundo-2025-1,,"Definitivamente o nível da disciplina deu um pulo grande no nível de dificuldade. Ainda estou bem satisfeita com a disciplina, mas só acho q podia ser um pouco menos acelerada. Sinto as vezes que as explicações estão muito corridas e fica um pouco complicado de entender.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Estou muito satisfeito com a disciplina e com a condução das aulas pela professora Tatiana, uma professora que ensina o conteúdo de forma didática e que é muito atenciosa com os alunos.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Estou satisfeito com a disciplina de programação, pois a professora ensina de forma muito didática e clara.",,,,
,,,,,,,
,Segundo-2025-1,,"Estou me sentindo muito satisfeito. Os professores oferecem um ótimo apoio e estão sempre a disposição para tirar as dúvidas, além disso contamos com os monitores que estão sempre ajudando nas atividades.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"A professora tati é sem duvidas mais que capacitada para dar aulas, além de ser muito querida e realmente se importar com o aprendizado dos alunos. Todavia, talvez por ter uma dificuldade prévia em mexer com computadores e estar tendo dificuldades na matéria, sinto que o assunto é muito extenso para a quantidade de aulas e tempo que temos.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"me sinto bem, porém estou com dificuldade para memorizar tudo o que é ensinado",,,,
,Segundo-2025-1,,"Minha relação sobre a disciplina avançou quando entro matrizes e strings. Percebi que melhorou porque as aulas ficaram um pouco mais desafiadoras,por conta das vpls e isso me deixou um pouco mais satisfeito com o progresso na disciplina.",,,,
,,,,,,,
,,,,,,,
,Segundo-2025-1,,"Estou gostando de Prog, mas tenho uma certa dificuldade com a disciplina.",,,,
,Segundo-2025-1,,estou animado aprendendo C,,,,
,Segundo-2025-1,,"estou me sentindo bem, conseguindo entender bastante",,,,
,Segundo-2025-1,,"Gosto muito de como as aulas são ministradas e também da subdivisão da teoria e prática, porque se aprende muito fazendo.",,,,
,,,,,,,
,Segundo-2025-1,,"Sinto que estou aprendendo muito devido á maneira de explicar da professora, eu gosto da disciplina.",,,,
,,,,,,,
,"Segundo-2025-1
",,Não sabia um &quot;a&quot; de C e agora estou sabendo bem. Professora boa👍.,,,,
,,,,,,,
,"Segundo-2025-1
",,"Estou gostando bastante do conteúdo da disciplina, além de que a metodologia de ensino passada pela prof. Tatiana tem sido de boa para a absorção dos conteúdos.",,,,
,,,,,,,
,,,,,,,
,"Segundo-2025-1
",,"a disciplina é muito interessante, com assuntos diferentes que nunca tinha visto. Os conteúdos não são tão pesados em relação a dificuldade e quantidade mas agregam bastante aprendizado.",,,,
,,,,,,,
,,,,,,,
,"Segundo-2025-1
",,"As aulas são muito boas, a organização de ser a primeira aula da semana de conteúdo e a segunda aula de laboratório faz com que coloquemos em prática rapidamente o que aprendemos, a liberdade da segunda aula também ajuda muito nesse quesito. A professora também se mostra sempre disponivel para ajudar e tirar dúvidas assim como os monitores.",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
